,나이,성별,직장,수면어려움정도,워치유저,워치착용슬립,어플사용유무,어플명,어플사용이유,잠필요시기,해결법,잠필요시기1,해결법1,어플-슬립사이클,어플-필로우,어플-오토슬립,어플-슬립지,어플-슬립워치,어플-스노어랩,어플-슬립모니터,어플-SaA,어플-삼성,어플-워치,어플-애플,어플-샤오미,어플-calm,어플-Asmr,어플-유튜브,어플-기타,연령대,이유-알람,이유-수면 모니터링,이유-수면 분석 리포트,이유-수면 유도,"이유-코골이, 이갈이 등 녹음"
977,22,여성,학생,3,0,0,0,NO,NO,,,시험 기간,잠을 잘 못 잤다면 10-20분 정도의 낮잠을 자거나 잠을 잘 못 잘 때는 ott 플랫폼 혹은 음악을 틀어놓고 배경 소리라고 생각하면서 잠을 청한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
978,21,여성,학생,8,1,0,0,NO,NO,,,매일,누워서 잠드려고 노력한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
979,21,여성,학생,4,0,0,0,NO,NO,,,시험 기간,밤새기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
980,23,여성,학생,3,1,1,1,삼성 헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,나만의 수면 방법 (숨 느리게 쉬기),,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,1,1,0,0
981,21,여성,학생,7,0,0,0,NO,NO,,,밤새고 난 다음날,수면유도 음악을 틀어놓고 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
982,21,여성,학생,3,0,0,0,NO,NO,,,결과가 좋아야하는 시험 전,카페인 섭취,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
983,25,남성,학생,3,0,0,0,NO,NO,,,운동한 날,물을 마시거나 스마트폰 만지지 말기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
984,22,남성,학생,8,0,0,0,NO,NO,,,피곤할 때,계속 눈 감기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
985,25,여성,학생,9,0,0,0,NO,NO,,,"매순간, 입면이 힘듬 ",방법이 없음. 멍때리다 아침이 옴.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
986,25,남성,학생,3,0,0,0,NO,NO,,,시험 기간,계속 눈을 감는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
987,23,여성,시험 준비생,8,1,0,0,NO,NO,,,시험 기간인 요즘,Asmr틀기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
988,23,여성,학생,9,0,0,0,NO,NO,,,시험 기간 같은 특수 기간 제외한 평일(잠으로 체력을 비축해야하는데 그러지 못함),ASMR을 듣는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
989,23,여성,학생,9,0,0,1,슬립사이클,"알람, 수면 유도",평상시,눈 감고 누워있기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,1,0
990,22,여성,학생,7,0,0,0,NO,NO,,,매일,"유튜브로 침착맨님 영상을 작게 틀어놓고 잡니다. 목소리가 낮고 말을 조용조용하셔서 듣고 있으면 졸리기도 하고, 눈을 감고 가만히 있는 것보다 뭔가 듣고 있으면 시간이 잘 가서 그러다 잠이 듭니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
991,24,남성,시험 준비생,8,1,0,0,NO,NO,,,매일 밤..?,asmr을 튼다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
992,20,여성,학생,6,0,0,1,슬립사이클,수면 모니터링,시험기간,잠이 올 때까지 책을 읽거나 티비를 시청한다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
993,25,남성,학생,2,1,0,0,NO,NO,,,시험기간,커피를 많이 마십니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
994,24,남성,학생,6,0,0,0,NO,NO,,,시험 기간,"쪽잠 자거나, 아니다 싶으면 밤 새는 듯 싶습니다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
995,21,여성,학생,7,0,0,1,슬립사이클,수면 분석 리포트,야간알바 이후 잠이 들때,그냥 누워만 있는다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
996,21,남성,학생,8,0,0,0,NO,NO,,,잠이 안올 때,일단 눈을 감고 잠이 올때까지 계속 유지한다. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
997,23,여성,학생,8,0,0,0,NO,NO,,,피곤할때,성적 자극을 준다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
998,23,여성,학생,4,0,0,0,NO,NO,,,"시험기간, 알바 후",눈 계속 감고 있기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
999,20,여성,학생,8,1,1,1,필로우,수면 분석 리포트,매일,잠이 올 때까지 휴대폰 사용,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,0
1000,21,여성,학생,8,0,0,0,NO,NO,,,매일,피곤할때까지 버티다가 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1001,24,여성,시험 준비생,9,0,0,0,NO,NO,,,매일.. 수험생이라 바로 자야하는데 잠이 안와요,유튜브 수면유도 asmr 듣습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1002,24,여성,학생,8,1,1,0,NO,NO,,,시험기간,눈감고 누워서 강의로 asmr..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1003,21,여성,학생,9,1,1,0,NO,NO,,,평상시 ,"매운걸 먹고 토한 뒤에 우유를 마신다, 피곤할때까지 통화한다",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1004,21,여성,학생,8,1,0,1,필로우,알람,평소 일찍 자려고 할 때나 혼자 잘 때,유튜브를 보다가 잠들기,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,0,0
1005,20,여성,학생,6,0,0,1,슬립사이클,수면 모니터링,시험 기간 ,누워서 유튜브 영상의 소리를 듣는다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
1006,20,여성,학생,8,0,0,1,슬립사이클,"알람, 수면 유도",시험기간,그냥 안자고 졸릴때까지 딴짓합니당,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,0,1,0
1007,26,남성,학생,8,1,1,1,기억이 안나요ㅠ,"알람, 수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음",야간공부 이후,억지로 잠을 청하지 않고 잠이 올때 다시 눕는다,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,1,1,1,0,1
1008,22,여성,학생,3,0,0,0,NO,NO,,,시험 기간,안대 + 수면 명상 유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1009,21,여성,학생,4,1,0,1,애플워치 자체 앱,"수면 모니터링, 수면 분석 리포트",시험기간,안잠,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,0,1,1,0,0
1010,20,여성,학생,6,0,0,0,NO,NO,,,시험 기간,보통 낮잠을 자서 졸음을 해결합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1011,22,여성,학생,10,0,0,0,NO,NO,,,항상,잠이 올때까지 기다린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1012,23,여성,학생,9,0,0,0,NO,NO,,,시험 기간,잠 오는 asmr 영상을 틀거나 읽어주는 책을 듣는 등 수면을 유도하는 다양한 영상들을 본다(듣는다),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1013,23,남성,학생,8,0,0,0,NO,NO,,,시험기간이나 아침출근,졸릴때까지 버티거나 정말 심하면 술한잔 마시고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1014,21,여성,학생,10,1,0,0,NO,NO,,,시험 기간,해결하지 못하고 밤을 새는 경우가 많아요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1015,21,여성,학생,9,0,0,1,sleel as android,"수면 모니터링, 수면 분석 리포트",시험기간 ,수면유도제 복용 ,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1016,22,남성,학생,9,0,0,0,NO,NO,,,시험기간,그냥 눕고 눈감기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1017,21,여성,학생,5,0,0,0,NO,NO,,,시험 기간 후,유튜브로 전생체험 asmr 듣기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1018,26,남성,취준생,5,0,0,0,NO,NO,,,매일,그냥 누워서 멍때린다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1019,22,남성,학생,3,1,0,0,NO,NO,,,12시 이후.,다양한 포지션으로 바꾸기.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1020,20,여성,학생,6,0,0,1,슬립모니터,"수면 분석 리포트, 코골이, 이갈이 등 녹음",시험기간,억지로 자려고 한다 ,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,1
1021,21,여성,학생,8,1,0,0,NO,NO,,,꾸준히 아침 일찍 나가야 할 때,잠이 올 때까지 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1022,22,여성,학생,3,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",시험 기간,쪽잠을 통해 순간 피로만 해소하기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1023,22,여성,학생,7,0,0,0,NO,NO,,,중요한 일정 전날밤,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1024,22,여성,학생,9,0,0,1,아이폰 앱의 수면 도우미,"알람, 수면 분석 리포트","시험기간, 일상","잠이 올 때까지 뭐라도 한다(공부, 운동) 그래서 매일 3-4시에 자게 되는 것 같다.. 일어나는 시간은 또 8-9시 쯤이라 잠이 충분하지 않은 것 같다. 항상 피로해서 에너지 음료를 달고 산다",,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,1,0,1,0,0
1025,21,여성,학생,7,0,0,1,슬립워치,"수면 모니터링, 수면 분석 리포트",새벽,음악 듣기,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1026,20,여성,학생,5,0,0,0,NO,NO,,,평소에 피곤할 때,그냥 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1027,22,여성,학생,6,0,0,0,NO,NO,,,"신경쓰이는 일이 생길때 (과제, 팀플)",유튜브에서 수면명상을 틀어논다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1028,22,여성,학생,2,0,0,0,NO,NO,,,"하루종일 무기력한 상태로 누워서 보내던 시기가 있었는데, 활동량이 너무 적어서 밤에 잠이 안 와서 힘들었습니다. 다음 날에는 잘해야지 싶다가도 잠을 너무 늦게 자서 오후에 늦게 일어나고 다시 스스로를 자책하게 되는 악순환을 겪었습니다. ","asmr, 맥주",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1029,25,남성,학생,3,0,0,0,NO,NO,,,"시험기간, 중요한 일정 전 날",안대사용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1030,21,남성,학생,10,1,1,1,슬립사이클,"수면 분석 리포트, 코골이, 이갈이 등 녹음",평소,"가만히 있고, 최대한 아무생각 안하여 잠에 들려고 노력함",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,1,0,1
1031,23,여성,학생,3,0,0,0,NO,NO,,,스트레스받을때,유튜브 수면노래를 틀고 눈감고있습니다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1032,21,여성,학생,4,0,0,0,NO,NO,,,일찍 일어나야 하는 날 전날 밤,잠올때까지 휴대폰 더 보기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1033,22,여성,학생,6,1,0,1,오토슬립,"알람, 수면 모니터링",시험기간,낮잠으로 보충한다,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,1,0,0,0
1034,26,남성,취준생,4,1,0,1,필로우,수면 모니터링,시험 면접 전,독서하기. 햇빛쐬기,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
1035,25,여성,학생,3,1,1,1,"애플 수면, 삼성 갤럭시워치 수면","알람, 수면 모니터링","시험기간, 하루를 열심히 보냈을 때",편안한 음악을 듣고 불을 다 끄고 있는다 . 그러면 잠이 솔솔 온다 ,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20대,1,1,0,0,0
1036,25,여성,직장인,8,0,0,0,NO,NO,,,"업무가 많은 시기(연말,연초)",그냥 참아요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1037,20,여성,학생,6,0,0,1,슬립사이클,수면 모니터링,"시험기간, 대회전날",그냥 누워있어요,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
1038,26,여성,학생,7,1,1,0,NO,NO,,,운동한 날.. 샤워하면 오히려 잠이 깨서 잠이 안 온다,그냥 눈을 감고 폰을 안 보려고 한다. 유튜브에서 수면 asmr을 틀어놓는다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1039,23,남성,학생,5,0,0,0,NO,NO,,,시험전날,무념무상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1040,23,여성,학생,8,0,0,0,NO,NO,,,시험기간,억지로 눈을 감고 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1041,22,여성,학생,7,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",방학 중 패턴이 완전히 무너짐.,낮잠으로 보충,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,1,0
1042,22,여성,학생,10,0,0,0,NO,NO,,,중요한 일정이 있는 전날 밤,"따뜻한 물을 마시고 몸을 따뜻하게 해준다.
커튼을 치고 불빛이 안 들어오게 막고
휴대폰은 나하고 멀리 떨어뜨려 놓는다.
그래도 잠이 안 오면 간단한 스트레칭(예를 들면 거미자세)를 해주면 몸에 힘이 빠져서 금방 잠이 온다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1043,21,남성,학생,4,0,0,1,필로우,수면 유도,시험기간 후 쉴때,그냥 잠올때까지 눈을 감고있는다,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
1044,22,여성,학생,7,0,0,0,NO,NO,,,과제기간 시험기간,피곤할때까지 핸드폰을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1045,21,여성,학생,8,0,0,0,NO,NO,,,"시험기간, 학기중",졸릴때까지 핸드폰을 한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1046,24,남성,학생,2,0,0,0,NO,NO,,,시험기간,그냥 눈감고있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1047,26,여성,학생,9,0,0,0,NO,NO,,,잡생각이 너무 많을때,유튜브에서 빗소리 asmr을 틀고 몸을 진정시키면서 자려 노력한다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1048,21,여성,학생,7,1,1,1,필로우,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험기간, 스트레스 많을 때","ASMR 듣기, 눈감고있기... 졸린 영상보기",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
1049,25,여성,기타,10,1,0,0,NO,NO,,,일찍일어나야할때 ,asmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1050,20,여성,학생,4,1,1,1,슬립사이클,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 영상 틀고 눈감기,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1051,22,여성,학생,8,1,1,0,NO,NO,,,"시험기간(예전엔 단순히 수면 시간이 부족할 뿐 잘잤다면, 요즘은 밤낮이 바뀌어서 계속 오후에 일어나다보니 시험도 걱정이고 밤엔 잠이 안와서 걱정입니다.)",안자거나 노래를 듣거나 유튜브에 백색소음 찾아서 듣습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1052,26,여성,시험 준비생,10,1,1,0,NO,NO,,,밤잠잘때.,"유튜브수면명상, 일어나서 다른 거 허디",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1053,21,남성,학생,10,1,1,1,슬립워치,"수면 모니터링, 수면 분석 리포트, 코골이, 이갈이 등 녹음","시험 기간, 평소",수면 유도제 복용,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,1
1054,24,남성,학생,8,0,0,0,NO,NO,,,"매일, 매일아침 기상시마다",12시간 이상 자야 개운한 것 같은데 아무리 봐도 이건 비정상 비효율적인 것 같아요 문제가 있어보여요,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1055,27,여성,프리랜서,10,1,0,0,NO,NO,,,항상,핸드폰하고 잠올때까지 뒤척인다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1056,21,남성,학생,7,0,0,0,NO,NO,,,시험기간,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1057,25,남성,학생,8,0,0,0,NO,NO,,,학기중,눈을 감고 있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1058,24,여성,취준생,7,0,0,0,NO,NO,,,일상적으로 필요,라디오를 청취,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1059,20,여성,학생,8,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트","시험기간, 중요한 일정 전날 밤",유튜브같은 동영상을 보거나 눈을 감고있는다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1060,20,여성,학생,8,0,0,0,NO,NO,,,매일,눈 뜨고 밤 새기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1061,20,여성,학생,10,0,0,0,NO,NO,,,"시험기간, 매일",Asmr을 듣고잡니다!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1062,21,여성,학생,5,0,0,0,NO,NO,,,평소,"수면 asmr (불멍, 고전, 고래별 등)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1063,22,여성,학생,8,0,0,0,NO,NO,,,아침에 일찍 일어나야 할 때,게임 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1064,23,여성,학생,9,0,0,0,NO,NO,,,학기중,안자고 낮에 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1065,24,여성,학생,10,1,1,1,아이폰 건강 기본 어플,수면 모니터링,매일 밤,유튜브 수면 유도 영상,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,0,1,0,0,0
1066,27,여성,시험 준비생,9,0,0,0,NO,NO,,,매일,오디오북 틀어놓기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1067,21,여성,학생,8,0,0,1,슬립사이클,수면 유도,"시험기간, 몸이 피곤해도 잠이 오지 않는 경우",졸릴 때 까지 버팁니다,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,1,0
1068,22,여성,학생,10,0,0,1,기억안남 ㅠ,"알람, 수면 모니터링, 수면 분석 리포트","시험기간, 촬영기간",수면 유도제 …,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,1,1,1,0,0
1069,25,여성,학생,6,0,0,0,NO,NO,,,힘들 때,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1070,24,여성,학생,9,1,0,0,NO,NO,,,늘 ..? 항상 잠을 잘 못자서 고통스러워요오오,휴대폰 유튜브를 틀어둡니당,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1071,22,여성,학생,9,1,1,0,NO,NO,,,시험기간,한약제제 보조제 사용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1072,24,여성,학생,3,0,0,0,NO,NO,,,자고 일어나서 눈 뜨자마자,잠 올 때까지 딴 짓하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1073,21,여성,학생,8,1,0,0,NO,NO,,,시험기간,유튜브 틀고 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1074,21,여성,학생,8,0,0,1,기억안남,"수면 모니터링, 수면 분석 리포트",항상,유튜브 음악 또는 밤샘,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20대,0,1,1,0,0
1075,19,여성,학생,3,1,1,0,NO,NO,,,시험기간,짧은 낮잠/에너지음료,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10대,0,0,0,0,0
1076,24,여성,학생,4,1,0,0,NO,NO,,,생리할때나 시험기간,잠 올때까지 폰하기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1077,22,여성,학생,6,0,0,1,애플기본,수면 분석 리포트,수험준비하면서 규칙적으로 수면습관 형성이 필요함,그냥 잠이 올 때까지 잡생각안하려고 하면서 버틴다,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20대,0,0,1,0,0
1078,23,여성,학생,7,0,0,1,슬립사이클,"알람, 수면 분석 리포트","시험 기간, 과제 기간",가만히 누워있는다 / asmr,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,1,0,1,0,0
1079,25,남성,학생,6,0,0,1,슬립사이클,"코골이, 이갈이 등 녹음",시험 준비 기간,이완법을 이용해 봄,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,1
1080,26,남성,학생,8,1,0,0,NO,NO,,,시험기간!!,유튜브 수면유도 소리 켜놓고 잡니다 ㅠㅠ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1081,20,여성,학생,4,1,1,1,삼성헬스,"수면 모니터링, 수면 분석 리포트",시험 기간,카페인 섭취,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20대,0,1,1,0,0
1082,28,여성,학생,10,0,0,1,유튜브 - 수면영상,수면 유도,항상,책읽기 + 따뜻한 차,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20대,0,0,0,1,0
1083,22,여성,학생,8,0,0,0,NO,NO,,,평소,약 먹고 잔다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1084,26,여성,학생,8,0,0,0,NO,NO,,,"학기 중 과제 제출 기간, 낮 활동이 많을 때",수면등을 켜고 책을 읽거나 그냥 눈감고 계속 누워 있음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1085,20,남성,학생,3,1,0,0,NO,NO,,,다음 날 긴장되는 일이 있을때,그냥 자려고 노력한다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1086,31,남성,학생,7,1,1,0,NO,NO,,,늘,어두운 공간 마련 빛차단 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30대,0,0,0,0,0
1087,25,여성,학생,8,0,0,1,슬립사이클,"수면 모니터링, 수면 분석 리포트, 수면 유도",시험 기간,"카페인 섭취, 산책, 세수, 찬물에 발담그기",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,1,0
1088,22,여성,학생,3,0,0,0,NO,NO,,,생리 중일 때,그냥 계속 누워있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1089,24,남성,학생,8,0,0,0,NO,NO,,,시험기간,눈이라도 감고있는다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1090,20,여성,학생,7,1,1,1,오토슬립,"수면 모니터링, 수면 분석 리포트",시험기간,유튜브 보기,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,1,0,0
1091,23,여성,학생,10,0,0,0,NO,NO,,,"시험기간, 과제 마감 시즌",유튜브 수면유도 채널을 틀어놓고 잠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1092,25,여성,취준생,10,0,0,0,NO,NO,,,시험이나 면접 전,"빛 차단, 수면 스프레이",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1093,24,여성,시험 준비생,10,1,0,0,NO,NO,,,시험 직전,유튜브 수면유도 초음파 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1094,25,여성,학생,2,1,1,0,NO,NO,,,시험기간,먹는거먹기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1095,25,여성,취준생,8,0,0,0,NO,NO,,,매일,그냥 잠이 안 오는구나 하고 인정함,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1096,22,여성,학생,10,0,0,0,NO,NO,,,생각이 너무 많을 때,잠이 올 때까지 계속 휴대폰을 본다,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1097,22,여성,학생,7,0,0,1,슬립워치,수면 모니터링,시험기간,억지로 잠을 청하기 보다는 유튜브에서 차분한 느낌의 영상을 10분정도 시청하곤 해요,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20대,0,1,0,0,0
1098,21,남성,학생,6,0,0,0,NO,NO,,,"시험기간,매일",유튜브,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
1099,20,여성,학생,8,0,0,0,NO,NO,,,시험기간,"잠이 올 때까지 핸드폰, 잔잔한 음악 틀고 눈 감고 있기",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20대,0,0,0,0,0
